epoch,f1,accuracy,precision,recall,train_loss,val_loss
1,0.16528355082758647,0.4316906919316338,0.12659572184155074,0.11285656777234347,2.684933711010629,2.921093127921192
2,0.1630616830275114,0.4714505567227389,0.13701330162853453,0.15294649052450118,2.687288436552165,2.82587398387197
3,0.17309976254460438,0.5103952072510104,0.1168303725215028,0.1479087333530905,2.757752694645589,2.780114199392617
4,0.16358903843539732,0.46195353383363497,0.13788424581585407,0.11861952758643737,2.6613119006255586,2.868299431736336
5,0.20621814911174435,0.47186426318217484,0.13214298989343232,0.1375065300651203,2.6993114113039494,2.827647474642333
6,0.15395815648396133,0.47636992787099647,0.169328233554077,0.12297262253068891,2.5826493353107747,2.7840016673013195
7,0.21172315445640702,0.48808749516959826,0.15637639791171964,0.1575845366928319,2.559256322301709,2.752833700803302
8,0.19698020532989483,0.4992789089463518,0.16655036770770346,0.21510640587756663,2.5738664875953434,2.5988762028237296
9,0.20590159212461673,0.47906379947378813,0.18787210154715975,0.14840339950908313,2.556379092374382,2.6851133808614738
10,0.18358898590595923,0.4315764058148766,0.1899755949461081,0.15896452727023425,2.5206460763768157,2.6796400225266486
11,0.2102425960548964,0.46984659685096025,0.21375984560680697,0.19992409752951745,2.4431228530778397,2.6029550708920195
12,0.208974434166297,0.4670763905378686,0.17356075891882328,0.21658656377537844,2.404111770637804,2.5428336761584793
13,0.18771406107387645,0.5093240955312436,0.17427386903366382,0.21759511450835503,2.3353774868495103,2.6169207787191637
14,0.1830019561184742,0.4597790186217471,0.19092383912444583,0.2295903236580193,2.394232841266764,2.3866735345586307
15,0.25477561959530076,0.4954076715254018,0.22941588857054065,0.2336498240659301,2.311957678942618,2.426197117918145
16,0.20304311969142852,0.5113386468335209,0.2212788295700867,0.20750708968491255,2.3086129651811866,2.426793935848403
17,0.2352554771336284,0.5136403869865498,0.2628014982814777,0.24169001382558222,2.1881763716438876,2.5182815774652134
18,0.255261120336827,0.46991770837251057,0.23914673479486082,0.2159025392625174,2.221503120820783,2.469768925531675
19,0.2708979395390172,0.5217208970778949,0.2520511559308535,0.1834047500871474,2.1575604974112434,2.27466916479967
20,0.2793507215103336,0.5272232674530575,0.18280048984149344,0.22711193990828044,2.177540443951805,2.277027256618095
21,0.25171622457766574,0.49042356868097553,0.2778711031851239,0.26677145044374456,2.1834579826738705,2.3018703453503164
22,0.2300053829667345,0.4739323061831395,0.27819034544450044,0.22786589680898142,2.106328220487425,2.1889676874061164
23,0.29124384913888013,0.5334831234272788,0.24867411895254105,0.2621092069494196,1.94391673845071,2.2790741375313845
24,0.3050724362036142,0.5296805707837897,0.28000203877921936,0.2745172165561087,2.0416227743979345,2.240253735181485
25,0.26532991900727887,0.6036824083843906,0.2779644383447276,0.27646818801543893,2.0477453776984738,2.2454398809713787
26,0.32403584977183475,0.5594323377039976,0.2711724075421017,0.2756738059221803,1.9551451234535024,2.205733404332775
27,0.3388884930858026,0.5219531203326064,0.2913397664349529,0.30051473512518434,1.9369424789883185,2.150484791795108
28,0.29437666329555073,0.5482094867975928,0.3062333056116942,0.28381448899591394,1.9493696433546432,2.141806462891323
29,0.2823136349159733,0.5272608759169837,0.28135280312114497,0.3315372042484577,1.8291729393212686,2.2234670637982306
30,0.3006760752353002,0.5401579543208399,0.29866407584350924,0.32124788873922294,1.832936605536896,2.0231995511404843
31,0.31289624844234015,0.6019874161037709,0.32851850199800825,0.31567649100192124,1.756489879997394,2.0355728710957424
32,0.29711776044151783,0.5704558728652062,0.3063625586952346,0.36294861032612424,1.7908829470526966,2.0666406115172444
33,0.3246899583151774,0.5324558557081467,0.33732599760624155,0.36361071127096717,1.7302071012318367,1.8027999604071299
34,0.3245897960735617,0.5784345181057996,0.36022021595356446,0.3090814933461551,1.7609287103987796,1.8756504769495315
35,0.30466532024184184,0.5321297674785288,0.3572109941533176,0.322463654118128,1.6789131751163076,1.8305382907635823
36,0.34739011240071366,0.5705997536553133,0.3619547506977858,0.33414377021421243,1.641212661323886,1.8808739662821177
37,0.34214360936893395,0.5924388778391423,0.3326762244579629,0.3692761981529217,1.7018569856121346,1.7266285455340287
38,0.3224790219613217,0.5650267153900901,0.3946631877316825,0.35670812843006133,1.723003557047843,1.619792608406336
39,0.36266332244375377,0.5256096221022125,0.3442325027247613,0.3588369417258301,1.5747486770089192,1.8106525783542329
40,0.38116340092954865,0.5272152226705571,0.3655120707710794,0.3569964764283595,1.5739035271529669,1.7004666251319136
41,0.4083447413860385,0.5204026407960834,0.34313468527843616,0.4209182596854397,1.4002644070576764,1.8613416033446908
42,0.3837255079999318,0.5688158705282411,0.3793547462050099,0.37507328861147465,1.4455949152478746,1.752662036688123
43,0.4201049981458175,0.5780096890483659,0.3767981355687071,0.42393891980408227,1.4698752306534946,1.6175000179821162
44,0.3934973319639007,0.6245698943285523,0.3835438834685085,0.4233989652112147,1.3526219371370045,1.6411865685668974
45,0.3900085035530334,0.5788099024243911,0.4026461653062448,0.39886330508367546,1.410810424788325,1.5440998742760352
46,0.4198379383766198,0.5905643619404864,0.3957668859701376,0.42669398274556397,1.3290797431284305,1.574648684065501
47,0.4057936045750495,0.5598184348349774,0.40334243594622543,0.42487947509206825,1.2816268998026872,1.4980356846037493
48,0.4449663492265844,0.651957272694372,0.47509681381880264,0.40171351306882974,1.291335159373752,1.4793692017434104
49,0.39680711429215243,0.5690403564891673,0.4048413353434408,0.38238926969497966,1.2779712241814292,1.4146410747222893
50,0.47146762437523804,0.5665930253722331,0.37445823642996556,0.3931548346327416,1.2055750128721376,1.4304477756406009
